TC_ID,Service,Description,Test_Type,Status,Expected,Actual,Response_Time_ms,Status_Code,API_Name,Bank
"TC_AUTH_IB","cas","AuthenticationIB","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8aWIiLCJleHAiOjE3ODE3ODQyNzUsImlhdCI6MTc4MTY5Nzg3NX0.rYAi51mb85AlvUDCzvHO6EDJZfz5Oj_npGGglan07xIyLhKtqRCjPlLkbXS2UJ1FXZgf5fxLW4P-ERoKKAeN6g"", ""expiry"": ""1781784275""}","127","200","authenticate","bank1"
"TC001","cas","Authentication","positive","PASSED","","{""token"": ""eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJkaWJ8dGVzdCIsImV4cCI6MTc4MTc4NDI3NSwiaWF0IjoxNzgxNjk3ODc1fQ.kgZ8KfyxzrhTAnwfjUX7RR2GsgcW03J-yDC55VAJtkIWZd9aUQwqK4aIOW-ED_CL4SwHa_JZHKUNmBLyWVeH3Q"", ""expiry"": ""1781784275""}","390","200","authenticate","bank1"
"TC272","cas","RegisterCustomer - name exceeds 140 bytes","negative","FAILED","rejection","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""770231131713"", ""stan"": ""211443""}","379","200","registerCustomer","bank1"
"TC273","cas","RegisterCustomer - surname exceeds 80 bytes","negative","FAILED","rejection","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""617942499059"", ""stan"": ""775559""}","285","200","registerCustomer","bank1"
"TC274","cas","RegisterCustomer - documentType exceeds 35 bytes","negative","PASSED","invalid documentType, accepted values(CNIC/NICOP/POC/REG_NO/NTN)","{""response"": {""response_code"": ""068"", ""response_desc"": ""invalid documentType, accepted values(CNIC/NICOP/POC/REG_NO/NTN)""}, ""rrn"": ""141375594405"", ""stan"": ""256691""}","199","200","registerCustomer","bank1"
"TC275","cas","RegisterCustomer - documentNumber exceeds 80 bytes","negative","FAILED","rejection","{""response"": {""response_code"": ""503"", ""response_desc"": ""Unable to Process""}, ""rrn"": ""332002436741"", ""stan"": ""321900""}","306","200","registerCustomer","bank1"
"TC300","cas","One Step Registeration","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""015"", ""response_desc"": ""Duplicated UID""}, ""rrn"": ""549374699999"", ""stan"": ""359671""}","331","200","onestep","bank1"
"TC301","cas","Delink Account","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""029"", ""response_desc"": ""The account is not linked to the alias""}, ""rrn"": ""167594819422"", ""stan"": ""517602""}","319","200","delinkaccount","bank1"
"TC302","cas","Register CAA","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""041"", ""response_desc"": ""Cannot link account to alias""}, ""rrn"": ""599665416962"", ""stan"": ""073460""}","679","200","registercaa","bank1"
"TC315","cas","RegisterCAA - minimal payload (required fields only, optionals omitted)","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""041"", ""response_desc"": ""Cannot link account to alias""}, ""rrn"": ""410996215283"", ""stan"": ""184270""}","696","200","registercaa","bank1"
